trade_date,stop_loss
20170103,51.42
20170104,51.42
20170105,51.42
20170106,51.42
20170109,51.42
20170110,51.42
20170111,51.42
20170112,51.42
20170113,51.42
20170116,51.42
20170117,11.9
20170118,11.99
20170119,11.96
20170120,12.25
20170123,12.44
20170124,12.5
20170125,12.82
20170126,12.93
20170203,12.93
20170206,12.79
20170207,12.89
20170208,12.97
20170209,13.21
20170210,13.2
20170213,13.43
20170214,13.44
20170215,13.04
20170216,13.12
20170217,13.47
20170220,13.49
20170221,13.81
20170222,14.17
20170223,14.25
20170224,13.83
20170227,13.87
20170228,13.82
20170301,14.11
20170302,14.25
20170303,13.99
20170306,14.02
20170307,14.59
20170308,14.52
20170309,14.29
20170310,14.32
20170313,14.62
20170314,14.94
20170315,15.03
20170316,15.27
20170317,15.31
20170320,15.1
20170321,15.18
20170322,15.66
20170323,15.58
20170324,16.11
20170327,15.67
20170328,15.22
20170329,15.1
20170330,15.28
20170331,14.91
20170405,15.7
20170406,15.7
20170407,15.82
20170410,15.89
20170411,16.1
20170412,15.5
20170413,15.29
20170414,15.36
20170417,15.5
20170418,15.86
20170419,15.85
20170420,16.23
20170421,15.95
20170424,15.52
20170425,15.68
20170426,15.85
20170427,15.16
20170428,15.45
20170502,15.35
20170503,15.58
20170504,16.05
20170505,16.63
20170508,15.98
20170509,15.75
20170510,16.14
20170511,15.64
20170512,16.65
20170515,16.66
20170516,16.65
20170517,17.32
20170518,17.14
20170519,17.21
20170522,17.36
20170523,17.84
20170524,17.65
20170525,17.86
20170526,18.24
20170531,18.23
20170601,18.52
20170602,18.52
20170605,18.33
20170606,17.94
20170607,18.64
20170608,19.21
20170609,19.96
20170612,19.95
20170613,20.11
20170614,19.59
20170615,19.45
20170616,19.56
20170619,19.73
20170620,19.74
20170621,19.76
20170622,20.01
20170623,19.54
20170626,19.89
20170627,20.77
20170628,20.93
20170629,20.66
20170630,20.72
20170703,20.88
20170704,20.3
20170705,19.76
20170706,20.63
20170707,20.73
20170710,20.44
20170711,20.59
20170712,20.69
20170713,21.04
20170714,21.35
20170717,20.17
20170718,18.81
20170719,19.17
20170720,20.2
20170721,20.65
20170724,20.66
20170725,20.63
20170726,20.34
20170727,19.95
20170728,20.02
20170731,20.26
20170801,20.09
20170802,19.92
20170803,19.95
20170804,18.44
20170807,18.56
20170808,18.95
20170809,19.12
20170810,19.76
20170811,19.81
20170814,19.79
20170815,20.0
20170816,19.28
20170817,19.33
20170818,19.72
20170821,19.73
20170822,19.95
20170823,19.97
20170824,19.82
20170825,19.71
20170828,19.75
20170829,19.89
20170830,20.0
20170831,19.73
20170901,19.78
20170904,19.87
20170905,19.38
20170906,19.24
20170907,19.32
20170908,19.54
20170911,19.63
20170912,20.11
20170913,20.09
20170914,20.5
20170915,20.21
20170918,20.39
20170919,20.74
20170920,21.07
20170921,21.34
20170922,21.59
20170925,21.63
20170926,21.02
20170927,21.31
20170928,21.36
20170929,21.71
20171009,21.71
20171010,21.6
20171011,21.85
20171012,22.16
20171013,22.44
20171016,22.58
20171017,23.38
20171018,23.39
20171019,22.8
20171020,20.93
20171023,21.19
20171024,21.6
20171025,21.68
20171026,21.56
20171027,21.61
20171030,21.56
20171031,21.64
20171101,21.72
20171102,22.07
20171103,21.59
20171106,20.71
20171107,20.96
20171108,21.23
20171109,20.7
20171110,20.57
20171113,20.87
20171114,21.48
20171115,21.22
20171116,21.04
20171117,21.31
20171120,20.33
20171121,21.05
20171122,21.34
20171123,20.67
20171124,19.88
20171127,19.19
20171128,19.41
20171129,19.59
20171130,19.83
20171201,19.99
20171204,20.15
20171205,19.55
20171206,19.32
20171207,19.43
20171208,19.69
20171211,20.37
20171212,20.7
20171213,20.55
20171214,20.55
20171215,20.24
20171218,20.18
20171219,20.33
20171220,20.47
20171221,20.7
20171222,21.32
20171225,21.89
20171226,22.35
20171227,22.12
20171228,22.14
20171229,22.28
20180102,22.67
20180103,23.52
20180104,23.84
20180105,23.46
20180108,22.99
20180109,23.82
20180110,23.08
20180111,22.75
20180112,22.52
20180115,22.52
20180116,22.42
20180117,21.99
20180118,22.2
20180119,21.93
20180122,21.84
20180123,22.25
20180124,22.09
20180125,22.38
20180126,22.67
20180129,22.96
20180130,22.42
20180131,22.21
20180201,22.09
20180202,22.05
20180205,22.56
20180206,22.07
20180207,21.11
20180208,21.16
20180209,19.68
20180212,20.68
20180213,21.82
20180214,22.12
20180222,22.15
20180223,22.31
20180226,22.35
20180227,21.85
20180228,20.83
20180301,21.0
20180302,22.23
20180305,22.9
20180306,23.09
20180307,23.61
20180308,23.48
20180309,23.73
20180312,24.05
20180313,24.91
20180314,25.32
20180315,25.38
20180316,24.92
20180319,24.73
20180320,24.73
20180321,24.38
20180322,23.73
20180323,22.79
20180326,22.51
20180327,22.92
20180328,22.52
20180329,22.18
20180330,22.83
20180402,22.94
20180403,22.24
20180404,21.89
20180409,22.1
20180410,22.9
20180411,23.14
20180412,22.37
20180413,22.18
20180416,21.45
20180417,21.08
20180418,20.5
20180419,20.96
20180420,20.69
20180423,20.72
20180424,21.47
20180425,21.54
20180426,20.09
20180427,19.29
20180502,19.65
20180503,20.27
20180504,20.29
20180507,20.52
20180508,21.15
20180509,21.06
20180510,21.16
20180511,21.21
20180514,21.63
20180515,21.66
20180516,21.8
20180517,21.85
20180518,20.62
20180521,21.02
20180522,21.46
20180523,20.97
20180524,20.36
20180525,19.86
20180528,19.9
20180529,19.73
20180530,19.28
20180531,19.41
20180601,19.42
20180604,19.68
20180605,20.07
20180606,20.01
20180607,20.17
20180608,19.46
20180611,19.48
20180612,19.49
20180613,19.77
20180614,20.11
20180615,19.62
20180619,18.6
20180620,18.05
20180621,18.16
20180622,17.93
20180625,18.07
20180626,16.03
20180627,15.91
20180628,16.1
20180629,15.69
20180702,14.21
20180703,14.06
20180704,13.53
20180705,13.8
20180706,13.81
20180709,13.81
20180710,14.24
20180711,14.02
20180712,14.26
20180713,14.87
20180716,15.82
20180717,15.47
20180718,15.27
20180719,15.52
20180720,15.41
20180723,15.69
20180724,17.06
20180725,17.34
20180726,16.41
20180727,16.4
20180730,16.4
20180731,16.27
20180801,16.18
20180802,14.56
20180803,14.55
20180806,14.42
20180807,14.42
20180808,15.11
20180809,15.03
20180810,15.61
20180813,15.3
20180814,15.22
20180815,14.81
20180816,14.43
20180817,14.34
20180820,13.52
20180821,14.03
20180822,14.1
20180823,13.95
20180824,14.0
20180827,14.08
20180828,14.69
20180829,14.65
20180830,14.45
20180831,14.44
20180903,14.5
20180904,14.55
20180905,14.73
20180906,14.56
20180907,14.46
20180910,14.22
20180911,13.89
20180912,13.73
20180913,13.77
20180914,13.96
20180917,13.24
20180918,13.04
20180919,13.43
20180920,13.93
20180921,13.83
20180925,14.01
20180926,13.95
20180927,13.55
20180928,13.59
20181008,12.86
20181009,12.62
20181010,12.54
20181011,11.57
20181012,10.73
20181015,10.79
20181016,10.32
20181017,9.62
20181018,10.26
20181019,9.95
20181022,11.38
20181023,11.98
20181024,11.88
20181025,11.47
20181026,12.16
20181029,11.75
20181030,11.69
20181031,12.17
20181101,12.97
20181102,13.33
20181105,13.65
20181106,13.87
20181107,13.84
20181108,13.23
20181109,12.91
20181112,13.05
20181113,13.28
20181114,13.54
20181115,13.48
20181116,13.53
20181119,13.56
20181120,13.71
20181121,13.29
20181122,13.59
20181123,13.04
20181126,12.99
20181127,13.2
20181128,12.99
20181129,13.22
20181130,13.16
20181203,13.72
20181204,13.87
20181205,13.89
20181206,13.66
20181207,13.89
20181210,13.78
20181211,13.37
20181212,13.57
20181213,13.64
20181214,14.53
20181217,14.41
20181218,13.96
20181219,14.05
20181220,13.79
20181221,13.42
20181224,13.53
20181225,13.13
20181226,13.2
20181227,12.49
20181228,12.1
20190102,12.27
20190103,11.65
20190104,11.53
20190107,12.5
20190108,12.52
20190109,12.59
20190110,12.66
20190111,12.67
20190114,13.0
20190115,13.31
20190116,13.92
20190117,14.16
20190118,
20190121,
20190122,
20190123,14.56
20190124,15.18
20190125,15.34
20190128,15.61
20190129,14.95
20190130,15.11
20190131,15.25
20190201,15.48
20190211,15.6
20190212,15.55
20190213,15.3
20190214,15.5
20190215,15.24
20190218,15.29
20190219,16.65
20190220,16.76
20190221,16.88
20190222,16.93
20190225,17.44
20190226,17.96
20190227,17.65
20190228,18.02
20190301,18.53
20190304,18.67
20190305,18.99
20190306,19.0
20190307,18.24
20190308,17.9
20190311,17.8
20190312,18.65
20190313,17.91
20190314,17.94
20190315,18.18
20190318,19.28
20190319,20.01
20190320,20.16
20190321,20.64
20190322,20.65
20190325,20.39
20190326,20.08
20190327,20.19
20190328,19.38
20190329,19.79
20190401,20.69
20190402,20.94
20190403,20.73
20190404,20.9
20190408,21.38
20190409,21.03
20190410,20.78
20190411,20.43
20190412,19.08
20190415,18.93
20190416,18.44
20190417,19.18
20190418,19.34
20190419,19.38
20190422,17.86
20190423,18.04
20190424,17.96
20190425,17.51
20190426,17.73
20190429,17.51
20190430,17.88
20190506,17.72
20190507,18.12
20190508,18.36
20190509,18.29
20190510,18.54
20190513,19.16
20190514,19.31
20190515,19.36
20190516,19.51
20190517,19.7
20190520,18.69
20190521,19.01
20190522,19.31
20190523,18.61
20190524,18.61
20190527,18.29
20190528,18.82
20190529,18.88
20190530,18.47
20190531,18.57
20190603,18.4
20190604,18.02
20190605,18.42
20190606,18.49
20190610,18.67
20190611,19.68
20190612,20.27
20190613,20.04
20190614,19.94
20190617,19.92
20190618,19.95
20190619,20.01
20190620,20.02
20190621,20.68
20190624,20.68
20190625,20.85
20190626,20.96
20190627,21.62
20190628,22.1
20190701,22.5
20190702,22.92
20190703,23.4
20190704,21.89
20190705,22.1
20190708,21.49
20190709,21.68
20190710,21.76
20190711,21.64
20190712,21.71
20190715,21.34
20190716,21.46
20190717,21.66
20190718,21.71
20190719,21.81
20190722,21.69
20190723,21.82
20190724,22.08
20190725,22.16
20190726,22.64
20190729,23.37
20190730,23.4
20190731,22.36
20190801,21.72
20190802,21.36
20190805,21.42
20190806,20.88
20190807,21.72
20190808,21.94
20190809,21.67
20190812,21.12
20190813,20.58
20190814,20.44
20190815,19.86
20190816,20.45
20190819,21.05
20190820,21.6
20190821,21.45
20190822,20.58
20190823,20.62
20190826,20.2
20190827,20.19
20190828,20.0
20190829,19.74
20190830,19.75
20190902,19.48
20190903,19.95
20190904,20.13
20190905,21.21
20190906,20.82
20190909,20.95
20190910,21.35
20190911,21.04
20190912,21.16
20190916,20.93
20190917,20.76
20190918,20.72
20190919,20.69
20190920,20.96
20190923,20.44
20190924,20.72
20190925,20.76
20190926,20.45
20190927,20.22
20190930,20.42
20191008,20.47
20191009,20.72
20191010,20.8
20191011,21.02
20191014,21.87
20191015,21.95
20191016,21.79
20191017,21.4
20191018,21.29
20191021,21.33
20191022,21.33
20191023,21.41
20191024,21.03
20191025,21.14
20191028,21.41
20191029,21.64
20191030,22.55
20191031,22.7
20191101,22.66
20191104,23.84
20191105,23.86
20191106,23.69
20191107,23.99
20191108,23.75
20191111,23.07
20191112,22.9
20191113,23.13
20191114,23.21
20191115,23.1
20191118,22.96
20191119,23.67
20191120,23.67
20191121,23.59
20191122,23.37
20191125,23.76
20191126,24.25
20191127,24.06
20191128,24.16
20191129,22.83
20191202,23.06
20191203,22.82
20191204,22.42
20191205,22.76
20191206,23.0
20191209,23.02
20191210,23.12
20191211,22.68
20191212,22.67
20191213,23.15
20191216,23.51
20191217,23.89
20191218,23.96
20191219,23.06
20191220,23.12
20191223,23.01
20191224,23.31
20191225,23.68
20191226,23.7
20191227,24.4
20191230,24.98
20191231,25.21
20200102,25.62
20200103,25.78
20200106,25.6
20200107,26.17
20200108,25.93
20200109,26.15
20200110,26.41
20200113,25.98
20200114,26.09
20200115,26.0
20200116,26.07
20200117,27.29
20200120,27.46
20200121,27.56
20200122,27.1
20200123,26.29
20200203,23.47
20200204,24.11
20200205,24.99
20200206,24.97
20200207,25.0
20200210,25.02
20200211,26.57
20200212,27.3
20200213,27.68
20200214,27.74
20200217,28.26
20200218,28.37
20200219,28.53
20200220,28.97
20200221,29.36
20200224,30.1
20200225,29.87
20200226,29.63
20200227,30.08
20200228,30.08
20200302,31.05
20200303,32.55
20200304,32.83
20200305,33.53
20200306,30.96
20200309,30.05
20200310,30.11
20200311,30.66
20200312,29.52
20200313,27.95
20200316,27.97
20200317,27.44
20200318,29.42
20200319,28.59
20200320,29.94
20200323,30.29
20200324,31.39
20200325,31.39
20200326,31.57
20200327,32.06
20200330,31.83
20200331,32.81
20200401,33.05
20200402,32.17
20200403,31.96
20200407,33.03
20200408,34.96
20200409,35.38
20200410,34.91
20200413,35.1
20200414,36.09
20200415,37.22
20200416,36.37
20200417,36.44
20200420,37.02
20200421,37.64
20200422,38.24
20200423,37.91
20200424,37.71
20200427,38.21
20200428,38.85
20200429,38.87
20200430,37.17
20200506,35.94
20200507,36.71
20200508,37.55
20200511,37.61
20200512,37.15
20200513,36.95
20200514,36.12
20200515,35.48
20200518,35.71
20200519,36.8
20200520,36.49
20200521,36.55
20200522,35.44
20200525,35.04
20200526,36.58
20200527,35.71
20200528,35.75
20200529,35.67
20200601,37.14
20200602,37.4
20200603,37.43
20200604,37.54
20200605,37.23
20200608,36.77
20200609,36.65
20200610,37.41
20200611,39.78
20200612,39.11
20200615,40.18
20200616,40.48
20200617,40.6
20200618,40.21
20200619,40.46
20200622,38.75
20200623,39.09
20200624,39.29
20200629,39.43
20200630,39.77
20200701,39.19
20200702,41.38
20200703,42.48
20200706,43.39
20200707,45.11
20200708,45.2
20200709,45.87
20200710,47.3
20200713,47.88
20200714,47.7
20200715,48.72
20200716,48.68
20200717,49.4
20200720,51.2
