,ts_code,basic_eps_yoy
31763,600481.SH,-15.7328
31833,600488.SH,0.0
31834,600488.SH,5.0505
31894,600495.SH,66.6667
31895,600495.SH,33.3333
31919,600497.SH,24.7751
31920,600497.SH,-1.5216
32028,600507.SH,-43.2692
32029,600507.SH,-46.988
32041,600508.SH,-14.1304
32042,600508.SH,-12.381
32078,600511.SH,14.9457
32079,600511.SH,13.088
32211,600523.SH,13.7931
32212,600523.SH,-29.1667
32236,600526.SH,122.0779
32237,600526.SH,133.3333
32261,600528.SH,8.9552
32262,600528.SH,16.3265
32454,600548.SH,-27.3304
32455,600548.SH,41.4634
32539,600557.SH,22.8571
32540,600557.SH,21.1538
32600,600562.SH,16.6667
32601,600562.SH,-20.0
32613,600563.SH,0.995
32614,600563.SH,-6.3232
32638,600566.SH,-4.3269
32639,600566.SH,-0.682
32759,600577.SH,4.5455
32760,600577.SH,-16.6667
32832,600583.SH,-50.0
32833,600583.SH,-366.6667
32857,600585.SH,12.611
32858,600585.SH,14.8338
32894,600588.SH,92.0
32895,600588.SH,200.0
33003,600598.SH,-13.1148
33004,600598.SH,-0.1825
33028,600600.SH,30.1994
33029,600600.SH,23.166
33065,600603.SH,50.0
33066,600603.SH,9.5238
33078,600604.SH,-15.3846
33079,600604.SH,-63.0719
33091,600605.SH,2.6144
33092,600605.SH,-74.3094
33142,600611.SH,13.5135
33143,600611.SH,19.8936
33239,600619.SH,-8.3333
33240,600619.SH,-4.3478
33252,600620.SH,0.0
33253,600620.SH,36.2401
33265,600621.SH,200.0
33266,600621.SH,100.0
33382,600635.SH,12.5
33383,600635.SH,-2.4691
33479,600643.SH,12.5
33480,600643.SH,23.5294
33492,600644.SH,10.3196
33493,600644.SH,20.5998
33541,600649.SH,-41.4634
33542,600649.SH,-45.7143
33554,600650.SH,0.2066
33555,600650.SH,0.2611
33612,600655.SH,-3.6131
33613,600655.SH,-2.7439
33626,600657.SH,-22.1154
33627,600657.SH,-46.3415
33694,600663.SH,9.7532
33695,600663.SH,-3.2692
33802,600673.SH,5.5556
33803,600673.SH,-17.5926
33918,600683.SH,-79.1667
33919,600683.SH,-130.2752
33931,600684.SH,-10.3448
33932,600684.SH,-85.7143
33944,600685.SH,129.3352
33945,600685.SH,88.8523
33981,600688.SH,-57.9918
33982,600688.SH,-66.5893
34042,600693.SH,28.3168
34043,600693.SH,511.9369
34067,600695.SH,-44.4444
34068,600695.SH,500.0
34269,600713.SH,28.0769
34270,600713.SH,43.6548
34318,600717.SH,3.125
34319,600717.SH,-2.5641
34343,600719.SH,300.0
34344,600719.SH,32.1429
34356,600720.SH,88.4766
34357,600720.SH,88.9844
34381,600722.SH,-46.5035
34382,600722.SH,-36.9338
34406,600724.SH,-34.7969
34407,600724.SH,27.1955
34443,600727.SH,74.0741
34444,600727.SH,70.8333
34456,600728.SH,156.9419
34457,600728.SH,419.943
34493,600731.SH,86.6667
34494,600731.SH,580.7453
34506,600732.SH,60.8696
34507,600732.SH,222.3822
34591,600739.SH,58.0
34592,600739.SH,49.9891
34604,600740.SH,-74.0566
34605,600740.SH,-43.9004
34617,600741.SH,-19.4815
34618,600741.SH,-22.5854
34654,600744.SH,-66.6667
34655,600744.SH,-4900.0
34703,600748.SH,16.6667
34704,600748.SH,43.75
34728,600750.SH,-2.2222
34729,600750.SH,8.9552
34753,600753.SH,-6.25
34754,600753.SH,134.7826
34766,600754.SH,0.9292
34767,600754.SH,0.1538
34851,600761.SH,11.3924
34852,600761.SH,3.1746
34924,600768.SH,460.8696
34925,600768.SH,1666.6667
34997,600775.SH,-402.7211
34998,600775.SH,-67.4944
35011,600776.SH,3.9604
35012,600776.SH,-29.5082
35024,600777.SH,79.5017
35025,600777.SH,50.0
35061,600780.SH,24.9744
35062,600780.SH,43.3473
35122,600785.SH,32.7869
35123,600785.SH,3.8039
35135,600787.SH,-40.9091
35136,600787.SH,261.194
35184,600792.SH,26.3158
35185,600792.SH,133.3333
35209,600794.SH,333.3333
35210,600794.SH,518.75
35222,600795.SH,19.1781
35223,600795.SH,3.4014
35259,600798.SH,-29.6467
35260,600798.SH,5.6022
35308,600803.SH,-10.8108
35309,600803.SH,0.0
35333,600805.SH,44.4444
35334,600805.SH,-37.7143
35363,600808.SH,-81.0184
35364,600808.SH,-73.7655
35388,600810.SH,-50.3401
35389,600810.SH,-47.6563
35413,600812.SH,2.1739
35414,600812.SH,19.1489
35434,600814.SH,57.1429
35435,600814.SH,11.1111
35468,600817.SH,-62.9032
35469,600817.SH,114.8936
35493,600819.SH,120.0
35494,600819.SH,50.0
35542,600823.SH,1.5625
35543,600823.SH,5.1282
35603,600828.SH,4.5579
35604,600828.SH,13.4793
35616,600829.SH,3.6654
35617,600829.SH,3.6452
35653,600833.SH,14.2857
35654,600833.SH,30.7869
35678,600835.SH,-14.5161
35679,600835.SH,-16.8317
35703,600837.SH,84.44
35704,600837.SH,106.45
35740,600841.SH,-12.3377
35741,600841.SH,-20.3008
35861,600854.SH,-33.9695
35862,600854.SH,-58.3459
35898,600857.SH,12.5
35899,600857.SH,34.7826
35911,600858.SH,14.1573
35912,600858.SH,33.1412
35936,600860.SH,-40.9091
35937,600860.SH,-50.0
35961,600862.SH,81.8182
35962,600862.SH,41.1765
36010,600866.SH,185.7143
36011,600866.SH,233.3333
36023,600867.SH,-2.439
36024,600867.SH,3.0303
36036,600868.SH,160.0
36037,600868.SH,189.6907
36071,600871.SH,500.0
36072,600871.SH,58.3333
36084,600872.SH,18.1902
36085,600872.SH,12.3339
36109,600874.SH,2.8571
36110,600874.SH,-6.8966
36122,600875.SH,10.8108
36123,600875.SH,13.3333
36161,600879.SH,0.5952
36162,600879.SH,2.381
36174,600880.SH,107.7922
36175,600880.SH,150.0
36271,600888.SH,-30.2849
36272,600888.SH,-19.2265
36284,600889.SH,-1900.0
36285,600889.SH,72.6087
36366,600896.SH,-253.8462
36367,600896.SH,-525.0
36438,600908.SH,15.2542
36439,600908.SH,10.6383
36451,600909.SH,106.67
36452,600909.SH,140.0
36476,600919.SH,13.4615
36477,600919.SH,15.7303
36511,600929.SH,-0.9895
36512,600929.SH,4.7706
36560,600958.SH,94.44
36561,600958.SH,92.31
36609,600962.SH,-32.5123
36610,600962.SH,11.5538
36622,600963.SH,-11.5385
36623,600963.SH,-65.9836
36694,600970.SH,17.9487
36695,600970.SH,13.7931
36719,600973.SH,35.4167
36720,600973.SH,43.617
36732,600975.SH,300.0
36733,600975.SH,14.2857
36793,600980.SH,33.8724
36794,600980.SH,0.5435
36818,600982.SH,-47.5904
36819,600982.SH,-36.1635
36855,600985.SH,-0.5917
36856,600985.SH,11.9658
36880,600987.SH,11.4754
36881,600987.SH,2.2222
36905,600989.SH,-3.5714
36906,600989.SH,13.8889
36978,600997.SH,-16.2791
36979,600997.SH,3.2258
37003,600999.SH,78.93
37004,600999.SH,70.99
37098,601008.SH,133.3333
37099,601008.SH,-38.4615
37123,601010.SH,38.4615
37124,601010.SH,18.1818
37160,601015.SH,-90.0
37161,601015.SH,-93.75
37173,601016.SH,13.7097
37174,601016.SH,-8.9286
37186,601018.SH,18.1818
37187,601018.SH,21.8579
37271,601066.SH,76.32
37272,601066.SH,66.67
37284,601068.SH,-125.0
37285,601068.SH,-104.2857
37297,601069.SH,322.2222
37298,601069.SH,226.0536
37310,601077.SH,4.3956
37311,601077.SH,17.8082
37335,601088.SH,-1.4059
37336,601088.SH,5.1297
37408,601107.SH,27.4757
37409,601107.SH,22.4606
37433,601111.SH,-11.3208
37434,601111.SH,-3.9216
37494,601126.SH,-11.1111
37495,601126.SH,-16.4414
37543,601138.SH,4.4444
37544,601138.SH,-1.8868
37568,601155.SH,19.8294
37569,601155.SH,19.2857
37581,601158.SH,16.6667
37582,601158.SH,3.4483
37629,601168.SH,148.8372
37630,601168.SH,17.2414
37678,601186.SH,11.1111
37679,601186.SH,15.5556
37727,601200.SH,6.654
37728,601200.SH,-11.5223
37752,601211.SH,28.57
37753,601211.SH,18.97
37837,601228.SH,16.6667
37838,601228.SH,2.5862
37862,601231.SH,7.4074
37863,601231.SH,11.1111
37896,601238.SH,-39.2523
37897,601238.SH,-36.0825
37921,601268.SH,-24.8631
37922,601268.SH,-16.7266
37934,601288.SH,0.0
37935,601288.SH,0.0
37970,601318.SH,39.701
37971,601318.SH,63.8202
37995,601326.SH,13.3333
37996,601326.SH,-11.7647
38008,601328.SH,4.1667
38009,601328.SH,4.0541
38021,601330.SH,9.0909
38022,601330.SH,12.0
38034,601333.SH,0.0
38035,601333.SH,-9.5588
38047,601336.SH,83.8583
38048,601336.SH,68.8259
38108,601369.SH,69.551
38109,601369.SH,26.087
38157,601390.SH,32.312
38158,601390.SH,-38.7
38170,601398.SH,4.878
38171,601398.SH,5.9701
38213,601518.SH,-26.3158
38214,601518.SH,-37.5
38286,601577.SH,4.2254
38287,601577.SH,0.0
38359,601600.SH,-11.9048
38360,601600.SH,-53.6585
38372,601601.SH,53.7688
38373,601601.SH,80.7143
38396,601607.SH,5.1095
38397,601607.SH,0.1927
38409,601608.SH,50.0
38410,601608.SH,39.2638
38469,601618.SH,3.8462
38470,601618.SH,5.5556
38482,601619.SH,7.1429
38483,601619.SH,-4.9334
38495,601628.SH,425.641
38496,601628.SH,194.2029
38520,601636.SH,12.7521
38521,601636.SH,-1.8873
38533,601658.SH,16.129
38534,601658.SH,16.3636
38606,601688.SH,57.58
38607,601688.SH,22.95
38673,601717.SH,25.0
38674,601717.SH,52.5
38710,601766.SH,5.1282
38711,601766.SH,11.5385
38735,601788.SH,449.68
38736,601788.SH,92.66
38784,601800.SH,0.8696
38785,601800.SH,2.7027
38809,601808.SH,3443.2432
38810,601808.SH,833.3333
38822,601811.SH,21.0526
38823,601811.SH,24.4898
38839,601818.SH,11.4754
38840,601818.SH,14.0
38876,601857.SH,-13.7931
38877,601857.SH,-23.3083
38901,601860.SH,2.6316
38902,601860.SH,3.3333
38923,601866.SH,8.1788
38924,601866.SH,61.6836
38972,601878.SH,31.82
38973,601878.SH,23.53
38985,601880.SH,50.0
38986,601880.SH,33.3333
38998,601881.SH,85.71
38999,601881.SH,111.11
39011,601882.SH,-21.0526
39012,601882.SH,-37.0701
39024,601886.SH,-41.5094
39025,601886.SH,5.2632
39061,601898.SH,68.0
39062,601898.SH,38.7097
39074,601899.SH,0.0
39075,601899.SH,-10.274
39123,601916.SH,4.918
39124,601916.SH,5.7692
39148,601919.SH,366.6667
39149,601919.SH,125.0
39197,601939.SH,5.0
39198,601939.SH,4.6512
39234,601958.SH,50.0
39235,601958.SH,97.1429
39259,601966.SH,43.8776
39260,601966.SH,37.8378
39284,601969.SH,121.875
39285,601969.SH,128.5714
39297,601975.SH,143.6541
39298,601975.SH,141.4579
39322,601988.SH,3.3898
39323,601988.SH,4.0
39359,601991.SH,-64.624
39360,601991.SH,-41.5238
39372,601992.SH,12.9032
39373,601992.SH,20.6897
39385,601996.SH,7.1429
39386,601996.SH,0.0
39410,601998.SH,7.9545
39411,601998.SH,12.5
39483,603005.SH,51.6129
39484,603005.SH,69.2308
39580,603013.SH,8.6957
39581,603013.SH,16.3265
39605,603016.SH,-2.439
39606,603016.SH,-3.125
39630,603018.SH,34.8837
39631,603018.SH,-16.8831
39643,603019.SH,37.5
39644,603019.SH,47.3684
39680,603022.SH,-6.25
39681,603022.SH,-18.75
39705,603025.SH,-30.0
39706,603025.SH,-34.2857
39718,603026.SH,50.495
39719,603026.SH,77.381
39863,603039.SH,21.7949
39864,603039.SH,-18.3333
39888,603041.SH,75.6098
39889,603041.SH,80.6452
40003,603060.SH,3.6782
40004,603060.SH,-20.3017
40099,603078.SH,-13.6612
40100,603078.SH,11.7321
40208,603090.SH,-6.0606
40209,603090.SH,4.0
40296,603103.SH,-3.9216
40297,603103.SH,-19.6078
40363,603111.SH,120.1863
40364,603111.SH,140.0
40454,603126.SH,-5.174
40455,603126.SH,-26.9103
40467,603127.SH,65.6716
40468,603127.SH,-6.0
40480,603128.SH,9.375
40481,603128.SH,0.0
40625,603161.SH,-22.5
40626,603161.SH,-1.7857
40638,603165.SH,19.6581
40639,603165.SH,34.6154
40651,603166.SH,26.3158
40652,603166.SH,15.3846
40724,603179.SH,-41.6058
40725,603179.SH,-43.5644
40737,603180.SH,16.5605
40738,603180.SH,11.7978
40750,603181.SH,31.4286
40751,603181.SH,34.6939
40787,603186.SH,27.2727
40788,603186.SH,41.0714
40944,603214.SH,20.8791
40945,603214.SH,20.8333
41018,603225.SH,-6.6116
41019,603225.SH,-24.3902
41055,603228.SH,0.0
41056,603228.SH,-30.5195
41068,603229.SH,29.6296
41069,603229.SH,55.0
41125,603239.SH,-20.0
41126,603239.SH,-45.2381
41159,603259.SH,-28.3019
41160,603259.SH,-22.3022
41243,603278.SH,-25.3521
41244,603278.SH,-41.4634
41292,603288.SH,22.2222
41293,603288.SH,22.4138
41384,603303.SH,26.8283
41385,603303.SH,16.3036
41397,603305.SH,-28.7671
41398,603305.SH,-40.3509
41434,603309.SH,84.8485
41435,603309.SH,147.619
41505,603318.SH,-3100.0
41506,603318.SH,-633.3333
41518,603319.SH,-3.2258
41519,603319.SH,5.7143
41579,603326.SH,53.3333
41580,603326.SH,45.6081
41639,603331.SH,7.2727
41640,603331.SH,8.8889
41674,603335.SH,-33.3333
41675,603335.SH,-40.0
41687,603336.SH,25.0
41688,603336.SH,16.6667
41700,603337.SH,-33.3333
41701,603337.SH,-32.1429
41737,603345.SH,33.6
41738,603345.SH,17.5824
41750,603348.SH,-48.3871
41751,603348.SH,-61.1111
41838,603360.SH,110.2564
41839,603360.SH,115.5172
41851,603363.SH,775.0
41852,603363.SH,0.0
41865,603365.SH,11.215
41866,603365.SH,17.6471
41971,603383.SH,5.9406
41972,603383.SH,1.7899
41984,603385.SH,36.9231
41985,603385.SH,13.2288
41997,603386.SH,-50.0
41998,603386.SH,-67.7419
42010,603387.SH,36.4583
42011,603387.SH,10.0
42064,603393.SH,26.8456
42065,603393.SH,53.8462
42137,603429.SH,68.0851
42138,603429.SH,31.0062
42159,603444.SH,11.4625
42160,603444.SH,31.7348
42172,603456.SH,50.0
42173,603456.SH,41.6667
42209,603477.SH,-36.0
42210,603477.SH,-25.0
42253,603496.SH,-55.1183
42254,603496.SH,-40.2726
42278,603500.SH,6.383
42279,603500.SH,42.3077
42291,603501.SH,162.069
42292,603501.SH,-41.3793
42328,603507.SH,-37.5
42329,603507.SH,-97.9424
42341,603508.SH,252.1368
42342,603508.SH,363.0952
42366,603516.SH,31.8182
42367,603516.SH,37.037
42415,603520.SH,80.3571
42416,603520.SH,17.1429
42440,603528.SH,13.413
42441,603528.SH,1.1561
42461,603533.SH,14.2857
42462,603533.SH,-6.8966
42474,603535.SH,-6.5934
42475,603535.SH,5.8824
42554,603558.SH,36.0
42555,603558.SH,33.3333
42627,603577.SH,78.0595
42628,603577.SH,73.41
42640,603578.SH,2.9412
42641,603578.SH,-7.0175
42653,603579.SH,19.6629
42654,603579.SH,14.5038
42666,603580.SH,-0.6934
42667,603580.SH,-14.5181
42714,603587.SH,0.6452
42715,603587.SH,-4.0
42761,603595.SH,-225.8621
42762,603595.SH,-262.2642
42774,603596.SH,63.3333
42775,603596.SH,29.3103
42859,603605.SH,36.1111
42860,603605.SH,31.8681
42872,603606.SH,165.3846
42873,603606.SH,155.5556
42909,603609.SH,103.0303
42910,603609.SH,63.2653
42954,603613.SH,48.3146
42955,603613.SH,50.0
42967,603615.SH,3.5714
42968,603615.SH,3.0417
42992,603617.SH,8.1633
42993,603617.SH,0.0
43087,603636.SH,14.2857
43088,603636.SH,-34.0
43100,603637.SH,0.0
43101,603637.SH,6.4516
43209,603659.SH,9.4891
43210,603659.SH,6.0606
43253,603663.SH,12.8205
43254,603663.SH,0.0
43302,603668.SH,-30.7692
43303,603668.SH,-8.3333
43339,603677.SH,-2.439
43340,603677.SH,7.4074
43352,603678.SH,13.5135
43353,603678.SH,14.2857
43546,603700.SH,18.8034
43547,603700.SH,0.0
43642,603712.SH,50.0
43643,603712.SH,50.0
43655,603713.SH,26.7271
43656,603713.SH,14.4578
43759,603727.SH,400.0
43760,603727.SH,192.3077
43808,603733.SH,46.9388
43809,603733.SH,2.3256
43821,603737.SH,-6700.0
43822,603737.SH,83.1933
44059,603799.SH,-92.2535
44060,603799.SH,-94.9153
44108,603806.SH,27.0833
44109,603806.SH,71.2121
44167,603813.SH,23.8095
44168,603813.SH,19.1489
44199,603817.SH,11.5385
44200,603817.SH,19.3696
44236,603822.SH,13.7282
44237,603822.SH,12.016
44273,603826.SH,-18.5406
44274,603826.SH,-17.5721
44334,603839.SH,8.5714
44335,603839.SH,12.9032
44383,603856.SH,31.6667
44384,603856.SH,14.2857
44420,603860.SH,15.2778
44421,603860.SH,4.5455
44455,603866.SH,6.4334
44456,603866.SH,8.6987
44536,603878.SH,57.1429
44537,603878.SH,22.5352
44573,603881.SH,-23.5294
44574,603881.SH,-4.3478
44610,603885.SH,-21.7391
44611,603885.SH,-15.0
44635,603887.SH,216.0
44636,603887.SH,153.0612
44660,603889.SH,-28.2051
44661,603889.SH,-15.1515
44704,603896.SH,15.7895
44705,603896.SH,-4.7619
44741,603899.SH,31.3911
44742,603899.SH,28.3652
44881,603919.SH,0.0
44882,603919.SH,-2.2727
44954,603929.SH,-38.1579
44955,603929.SH,-37.8788
44967,603933.SH,-73.4622
44968,603933.SH,-65.2727
45004,603938.SH,-4.0
45005,603938.SH,0.0
45017,603939.SH,26.1364
45018,603939.SH,30.1998
45050,603955.SH,4.4679
45051,603955.SH,15.3168
45215,603979.SH,6.0
45216,603979.SH,5.2632
45271,603986.SH,40.2778
45272,603986.SH,16.7939
45284,603987.SH,18.1818
45285,603987.SH,3.8462
45309,603989.SH,12.987
45310,603989.SH,-3.4483
45355,603993.SH,-57.1429
45356,603993.SH,-69.7917
45387,603997.SH,81.25
45388,603997.SH,-18.9189
45791,688122.SH,12.0624
45792,688122.SH,8.0
46126,688388.SH,63.7255
46127,688388.SH,136.0656
